night_id,date,reading_timestamp,temperature,humidity,sound_level,motion_detected
2,2025-11-24,2025-11-24 05:50:00,20.6,29.72,25.63,0
2,2025-11-24,2025-11-24 05:55:00,20.63,35.52,12.49,0
2,2025-11-24,2025-11-24 06:00:00,22.06,25.14,24.08,1
2,2025-11-24,2025-11-24 06:05:00,20.77,30.91,28.43,0
2,2025-11-24,2025-11-24 06:10:00,20.17,36.61,30.47,0
2,2025-11-24,2025-11-24 06:15:00,22.08,29.24,22.15,0
2,2025-11-24,2025-11-24 06:20:00,20.64,32.82,19.68,0
2,2025-11-24,2025-11-24 06:25:00,21.63,33.8,21.09,1
2,2025-11-24,2025-11-24 06:30:00,20.77,34.83,20.39,0
2,2025-11-24,2025-11-24 06:35:00,21.56,26.35,34.61,1
2,2025-11-24,2025-11-24 06:40:00,20.64,34.5,22.27,0
2,2025-11-24,2025-11-24 06:45:00,19.94,33.63,18.73,0
2,2025-11-24,2025-11-24 06:50:00,19.4,36.45,26.85,0
2,2025-11-24,2025-11-24 06:55:00,20.99,34.27,25.64,0
2,2025-11-24,2025-11-24 07:00:00,20.77,31.19,27.33,0
2,2025-11-24,2025-11-24 07:05:00,19.69,29.49,23.7,0
2,2025-11-24,2025-11-24 07:10:00,21.08,32.4,23.09,0
2,2025-11-24,2025-11-24 07:15:00,20.44,26.47,28.55,0
2,2025-11-24,2025-11-24 07:20:00,21.89,32.77,27.07,0
2,2025-11-24,2025-11-24 07:25:00,21.85,28.35,28.34,1
2,2025-11-24,2025-11-24 07:30:00,19.59,27.52,22.67,0
2,2025-11-24,2025-11-24 07:35:00,21.08,30.31,26.78,0
2,2025-11-24,2025-11-24 07:40:00,20.57,27.14,21.17,0
2,2025-11-24,2025-11-24 07:45:00,19.98,33.08,17.02,0
2,2025-11-24,2025-11-24 07:50:00,21.46,31.91,21.5,0
2,2025-11-24,2025-11-24 07:55:00,21.62,33.18,18.2,0
2,2025-11-24,2025-11-24 08:00:00,23.11,31.07,31.54,0
2,2025-11-24,2025-11-24 08:05:00,20.5,31.9,24.12,0
2,2025-11-24,2025-11-24 08:10:00,20.56,36.79,29.33,0
2,2025-11-24,2025-11-24 08:15:00,20.61,28.09,30.44,0
3,2025-11-25,2025-11-25 00:00:00,16.47,32.07,57.84,0
3,2025-11-25,2025-11-25 00:05:00,17.62,34.43,57.92,0
3,2025-11-25,2025-11-25 00:10:00,17.16,34.65,44.89,1
3,2025-11-25,2025-11-25 00:15:00,17.48,34.04,53.56,0
3,2025-11-25,2025-11-25 00:20:00,18.18,33.15,54.75,1
3,2025-11-25,2025-11-25 00:25:00,17.36,32.63,55.93,1
3,2025-11-25,2025-11-25 00:30:00,17.15,35.41,45.49,0
3,2025-11-25,2025-11-25 00:35:00,17.93,33.41,50.13,0
3,2025-11-25,2025-11-25 00:40:00,17.32,33.15,54.58,0
3,2025-11-25,2025-11-25 00:45:00,15.98,35.84,45.09,1
3,2025-11-25,2025-11-25 00:50:00,16.45,34.5,56.09,0
3,2025-11-25,2025-11-25 00:55:00,17.56,31.2,59.57,0
3,2025-11-25,2025-11-25 01:00:00,18.26,33.69,44.11,0
3,2025-11-25,2025-11-25 01:05:00,16.12,31.49,51.11,0
3,2025-11-25,2025-11-25 01:10:00,16.72,29.59,42.85,0
3,2025-11-25,2025-11-25 01:15:00,16.56,35.7,51.45,1
3,2025-11-25,2025-11-25 01:20:00,19.37,30.76,58.35,0
3,2025-11-25,2025-11-25 01:25:00,18.82,30.83,49.86,0
3,2025-11-25,2025-11-25 01:30:00,17.97,30.88,50.04,1
3,2025-11-25,2025-11-25 01:35:00,17.39,37.01,49.67,0
3,2025-11-25,2025-11-25 01:40:00,17.8,31.62,48.99,0
3,2025-11-25,2025-11-25 01:45:00,16.96,37.39,61.5,0
3,2025-11-25,2025-11-25 01:50:00,17.24,34.5,55.24,0
3,2025-11-25,2025-11-25 01:55:00,18.39,32.22,48.53,0
3,2025-11-25,2025-11-25 02:00:00,18.23,29.9,48.31,0
3,2025-11-25,2025-11-25 02:05:00,17.52,31.19,53.64,1
3,2025-11-25,2025-11-25 02:10:00,14.74,30.14,58.55,0
3,2025-11-25,2025-11-25 02:15:00,17.8,34.79,61.75,0
3,2025-11-25,2025-11-25 02:20:00,17.72,33.66,57.18,1
3,2025-11-25,2025-11-25 02:25:00,17.86,35.21,55.06,0
3,2025-11-25,2025-11-25 02:30:00,18.33,37.34,49.27,1
3,2025-11-25,2025-11-25 02:35:00,17.91,32.25,53.25,0
3,2025-11-25,2025-11-25 02:40:00,16.98,34.23,54.61,0
3,2025-11-25,2025-11-25 02:45:00,17.85,33.32,52.75,0
3,2025-11-25,2025-11-25 02:50:00,18.13,28.7,60.0,0
3,2025-11-25,2025-11-25 02:55:00,17.7,33.5,60.41,1
3,2025-11-25,2025-11-25 03:00:00,18.49,28.42,53.4,0
3,2025-11-25,2025-11-25 03:05:00,17.85,35.97,47.39,0
3,2025-11-25,2025-11-25 03:10:00,16.08,35.64,50.12,1
3,2025-11-25,2025-11-25 03:15:00,17.63,31.07,54.41,0
3,2025-11-25,2025-11-25 03:20:00,17.42,26.64,56.18,0
3,2025-11-25,2025-11-25 03:25:00,18.39,28.4,41.53,0
3,2025-11-25,2025-11-25 03:30:00,18.05,35.71,58.13,0
3,2025-11-25,2025-11-25 03:35:00,18.58,34.7,52.02,0
3,2025-11-25,2025-11-25 03:40:00,16.55,37.73,57.01,0
3,2025-11-25,2025-11-25 03:45:00,17.36,28.99,59.74,1
3,2025-11-25,2025-11-25 03:50:00,17.93,32.66,53.87,0
3,2025-11-25,2025-11-25 03:55:00,17.34,34.46,54.76,0
3,2025-11-25,2025-11-25 04:00:00,16.77,33.72,58.77,0
3,2025-11-25,2025-11-25 04:05:00,17.92,30.72,61.52,0
3,2025-11-25,2025-11-25 04:10:00,16.93,32.7,44.56,0
3,2025-11-25,2025-11-25 04:15:00,17.98,31.41,43.07,0
3,2025-11-25,2025-11-25 04:20:00,17.39,30.68,64.88,0
3,2025-11-25,2025-11-25 04:25:00,17.13,35.1,54.65,0
3,2025-11-25,2025-11-25 04:30:00,17.51,31.03,51.2,1
3,2025-11-25,2025-11-25 04:35:00,17.2,32.74,46.73,0
3,2025-11-25,2025-11-25 04:40:00,17.95,38.09,48.14,0
3,2025-11-25,2025-11-25 04:45:00,17.56,29.74,51.11,0
3,2025-11-25,2025-11-25 04:50:00,18.32,34.62,50.05,0
3,2025-11-25,2025-11-25 04:55:00,17.17,36.95,57.14,0
3,2025-11-25,2025-11-25 05:00:00,18.98,33.82,54.49,0
3,2025-11-25,2025-11-25 05:05:00,18.07,35.9,49.84,0
3,2025-11-25,2025-11-25 05:10:00,17.62,35.6,51.53,0
3,2025-11-25,2025-11-25 05:15:00,18.58,37.96,53.51,0
3,2025-11-25,2025-11-25 05:20:00,16.7,31.16,55.61,0
3,2025-11-25,2025-11-25 05:25:00,18.43,37.93,54.7,0
3,2025-11-25,2025-11-25 05:30:00,16.62,34.44,50.01,0
3,2025-11-25,2025-11-25 05:35:00,17.7,31.98,44.18,1
3,2025-11-25,2025-11-25 05:40:00,18.27,35.37,43.2,0
3,2025-11-25,2025-11-25 05:45:00,16.81,33.42,57.75,0
3,2025-11-25,2025-11-25 05:50:00,17.44,38.09,44.35,0
3,2025-11-25,2025-11-25 05:55:00,17.07,37.18,59.42,0
3,2025-11-25,2025-11-25 06:00:00,17.85,30.69,54.14,0
3,2025-11-25,2025-11-25 06:05:00,17.29,34.38,50.67,0
3,2025-11-25,2025-11-25 06:10:00,15.74,33.45,46.74,0
3,2025-11-25,2025-11-25 06:15:00,17.78,28.86,58.32,0
3,2025-11-25,2025-11-25 06:20:00,16.28,31.93,42.04,0
3,2025-11-25,2025-11-25 06:25:00,17.73,28.08,50.38,0
3,2025-11-25,2025-11-25 06:30:00,16.86,34.31,56.75,0
3,2025-11-25,2025-11-25 06:35:00,18.5,33.89,54.67,0
3,2025-11-25,2025-11-25 06:40:00,17.28,33.89,50.89,0
3,2025-11-25,2025-11-25 06:45:00,17.09,34.93,52.78,0
3,2025-11-25,2025-11-25 06:50:00,17.42,29.64,51.57,0
3,2025-11-25,2025-11-25 06:55:00,17.89,35.5,54.25,0
3,2025-11-25,2025-11-25 07:00:00,15.85,41.56,48.16,0
3,2025-11-25,2025-11-25 07:05:00,17.85,36.07,47.32,0
3,2025-11-25,2025-11-25 07:10:00,17.75,30.8,57.88,0
3,2025-11-25,2025-11-25 07:15:00,17.4,35.36,55.0,1
3,2025-11-25,2025-11-25 07:20:00,17.5,38.76,57.33,0
3,2025-11-25,2025-11-25 07:25:00,17.77,36.06,58.45,0
3,2025-11-25,2025-11-25 07:30:00,16.66,37.64,48.66,0
3,2025-11-25,2025-11-25 07:35:00,17.76,32.56,54.16,1
3,2025-11-25,2025-11-25 07:40:00,17.8,37.05,55.34,0
3,2025-11-25,2025-11-25 07:45:00,17.81,36.32,46.38,0
3,2025-11-25,2025-11-25 07:50:00,18.1,34.65,58.97,0
3,2025-11-25,2025-11-25 07:55:00,17.32,32.23,52.6,0
3,2025-11-25,2025-11-25 08:00:00,16.5,27.82,48.09,0
3,2025-11-25,2025-11-25 08:05:00,18.77,30.83,45.9,0
3,2025-11-25,2025-11-25 08:10:00,17.66,30.65,57.97,0
3,2025-11-25,2025-11-25 08:15:00,18.75,35.69,50.9,0
4,2025-11-26,2025-11-26 00:00:00,17.24,25.83,40.35,0
4,2025-11-26,2025-11-26 00:05:00,20.31,32.81,38.11,0
4,2025-11-26,2025-11-26 00:10:00,18.96,31.61,35.76,0
4,2025-11-26,2025-11-26 00:15:00,18.3,30.2,38.0,0
4,2025-11-26,2025-11-26 00:20:00,17.0,30.47,30.29,0
4,2025-11-26,2025-11-26 00:25:00,17.47,25.03,37.22,0
4,2025-11-26,2025-11-26 00:30:00,17.56,33.59,30.32,0
4,2025-11-26,2025-11-26 00:35:00,18.17,27.86,37.99,0
4,2025-11-26,2025-11-26 00:40:00,17.87,31.73,27.27,1
4,2025-11-26,2025-11-26 00:45:00,18.71,34.96,34.86,0
4,2025-11-26,2025-11-26 00:50:00,18.45,29.48,35.85,0
4,2025-11-26,2025-11-26 00:55:00,18.79,29.92,37.24,0
4,2025-11-26,2025-11-26 01:00:00,17.23,36.02,29.02,0
4,2025-11-26,2025-11-26 01:05:00,17.8,33.18,32.44,0
4,2025-11-26,2025-11-26 01:10:00,17.82,31.61,31.06,0
4,2025-11-26,2025-11-26 01:15:00,20.07,32.34,31.56,1
4,2025-11-26,2025-11-26 01:20:00,18.21,30.38,35.46,0
4,2025-11-26,2025-11-26 01:25:00,18.24,26.16,36.58,0
4,2025-11-26,2025-11-26 01:30:00,18.28,38.51,31.22,0
4,2025-11-26,2025-11-26 01:35:00,19.67,33.7,40.76,1
4,2025-11-26,2025-11-26 01:40:00,18.81,35.65,33.34,0
4,2025-11-26,2025-11-26 01:45:00,18.19,27.47,31.68,0
4,2025-11-26,2025-11-26 01:50:00,18.38,28.46,36.41,1
4,2025-11-26,2025-11-26 01:55:00,17.11,32.16,45.83,0
4,2025-11-26,2025-11-26 02:00:00,19.34,27.14,43.6,0
4,2025-11-26,2025-11-26 02:05:00,18.69,31.06,31.83,1
4,2025-11-26,2025-11-26 02:10:00,18.79,28.01,36.08,0
4,2025-11-26,2025-11-26 02:15:00,17.22,35.52,33.7,0
4,2025-11-26,2025-11-26 02:20:00,19.23,32.6,29.78,1
4,2025-11-26,2025-11-26 02:25:00,18.1,30.99,39.14,0
4,2025-11-26,2025-11-26 02:30:00,20.21,31.95,36.2,0
4,2025-11-26,2025-11-26 02:35:00,18.11,32.28,38.15,0
4,2025-11-26,2025-11-26 02:40:00,17.73,26.78,26.06,0
4,2025-11-26,2025-11-26 02:45:00,18.76,37.24,29.58,0
4,2025-11-26,2025-11-26 02:50:00,18.35,33.28,35.65,0
4,2025-11-26,2025-11-26 02:55:00,18.28,32.47,38.24,0
4,2025-11-26,2025-11-26 03:00:00,18.21,28.5,37.92,0
4,2025-11-26,2025-11-26 03:05:00,17.64,30.92,36.09,0
4,2025-11-26,2025-11-26 03:10:00,18.33,33.22,42.19,0
4,2025-11-26,2025-11-26 03:15:00,18.8,23.19,35.56,0
4,2025-11-26,2025-11-26 03:20:00,17.87,30.21,35.52,1
4,2025-11-26,2025-11-26 03:25:00,18.78,25.36,32.0,0
4,2025-11-26,2025-11-26 03:30:00,17.6,30.34,29.19,0
4,2025-11-26,2025-11-26 03:35:00,18.83,27.87,37.32,0
4,2025-11-26,2025-11-26 03:40:00,18.18,35.24,35.98,1
4,2025-11-26,2025-11-26 03:45:00,18.08,29.08,33.18,0
4,2025-11-26,2025-11-26 03:50:00,17.86,29.86,33.3,0
4,2025-11-26,2025-11-26 03:55:00,18.49,26.17,39.8,0
4,2025-11-26,2025-11-26 04:00:00,16.31,33.57,28.4,0
4,2025-11-26,2025-11-26 04:05:00,18.17,34.39,33.65,0
4,2025-11-26,2025-11-26 04:10:00,17.89,23.0,32.51,0
4,2025-11-26,2025-11-26 04:15:00,18.67,27.79,35.08,0
4,2025-11-26,2025-11-26 04:20:00,19.31,30.29,35.1,0
4,2025-11-26,2025-11-26 04:25:00,17.61,34.27,30.92,0
4,2025-11-26,2025-11-26 04:30:00,17.26,25.93,42.59,1
4,2025-11-26,2025-11-26 04:35:00,18.19,34.2,29.63,0
4,2025-11-26,2025-11-26 04:40:00,18.9,29.31,46.02,0
4,2025-11-26,2025-11-26 04:45:00,17.87,31.6,39.23,0
4,2025-11-26,2025-11-26 04:50:00,18.38,28.51,37.54,0
4,2025-11-26,2025-11-26 04:55:00,17.81,30.08,35.69,0
4,2025-11-26,2025-11-26 05:00:00,18.06,31.32,28.5,0
4,2025-11-26,2025-11-26 05:05:00,17.58,32.81,41.03,0
4,2025-11-26,2025-11-26 05:10:00,19.3,32.93,40.22,0
4,2025-11-26,2025-11-26 05:15:00,17.75,27.01,32.73,0
4,2025-11-26,2025-11-26 05:20:00,19.42,32.44,37.52,0
4,2025-11-26,2025-11-26 05:25:00,20.09,35.14,44.23,0
4,2025-11-26,2025-11-26 05:30:00,18.78,33.99,33.41,1
4,2025-11-26,2025-11-26 05:35:00,17.68,28.98,28.83,0
4,2025-11-26,2025-11-26 05:40:00,20.0,27.46,34.13,1
4,2025-11-26,2025-11-26 05:45:00,18.13,26.75,39.8,0
4,2025-11-26,2025-11-26 05:50:00,18.22,31.62,33.99,0
4,2025-11-26,2025-11-26 05:55:00,19.64,33.44,38.91,0
4,2025-11-26,2025-11-26 06:00:00,18.5,26.88,37.24,0
4,2025-11-26,2025-11-26 06:05:00,17.83,30.86,27.78,0
4,2025-11-26,2025-11-26 06:10:00,18.6,35.88,36.44,0
4,2025-11-26,2025-11-26 06:15:00,20.44,36.2,38.36,1
4,2025-11-26,2025-11-26 06:20:00,19.39,32.79,34.55,0
4,2025-11-26,2025-11-26 06:25:00,17.37,33.25,30.6,1
4,2025-11-26,2025-11-26 06:30:00,18.19,28.22,32.33,0
4,2025-11-26,2025-11-26 06:35:00,18.83,32.93,42.47,0
4,2025-11-26,2025-11-26 06:40:00,19.31,28.94,34.57,0
4,2025-11-26,2025-11-26 06:45:00,18.37,26.42,29.71,0
4,2025-11-26,2025-11-26 06:50:00,18.93,29.65,43.87,1
4,2025-11-26,2025-11-26 06:55:00,18.03,25.67,42.52,0
4,2025-11-26,2025-11-26 07:00:00,17.13,34.56,32.48,0
4,2025-11-26,2025-11-26 07:05:00,20.4,31.15,31.8,0
4,2025-11-26,2025-11-26 07:10:00,20.0,34.39,40.36,0
